job_title,company_name,location,time_posted,num_applicants,Seniority Level,Employment Type,Job Function,Industries,job_description
Frito-Lay - Warehouser/Material Handler $16-$35/hr,Frito-Lay,"Warrensburg, MO",1 hour ago,,Entry level,Full-time,Management and Manufacturing,Food and Beverage Services,"No experience requited, hiring immediately, appy now.Work Schedule: 4-5 days per week25 hours per week average Frito-Lay Warehouse/Material Handlers are responsible for a variety of warehouse duties. A key component of PepsiCo's success, Frito-Lay has been making the very best snacks for over 80 years. Classic Lay'sRequiredPreferredJob IndustriesOther



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Entry level
          



            Employment type
          

            Full-time
          



              Job function
            

              Management and Manufacturing
            



              Industries
            

            Food and Beverage Services
            
















Referrals increase your chances of interviewing at Frito-Lay by 2x

                See who you know"
"Surrogacy Opportunity  Earn $55,000 Minimum!",Physician's Surrogacy,"Montrose, SD",1 hour ago,,Not Applicable,Full-time,Other,Medical Practices,"Earn up to $75,000 as a stay-at-home mom or as a second job. Sign up today and earn $1,200 bonusWhat qualities make you a great Surrogate?Aged 20.5-39.5 Have given birth before Experienced no complications during your own pregnancy Healthy lifestyle - No drugs or smoking US citizen or a US permanent residentAdvantages Of Our Surrogacy ProgramReceive up to $11,000 before pregnancy begins. Enjoy a $1200 bonus for screenings! Match quickly with intended parents. Ensure complete medical safety. All expenses are covered No experience neededJoin Our Surrogate Referral ProgramTake part in our referral program by referring a friend to become a Surrogate. You'll receive $1000 for every successful referral who passes screening. There's no cap on how many referrals you can make, and everyone is welcome to participate in this program.Support the dreams of hopeful parents and receive up to $75,000+ in bonuses as a SurrogateYou will know immediately if you meet the prequalification requirements. The application takes 5 minutes and a coordinator will contact you as soon as we receive it!RequiredPreferredJob IndustriesOther



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Not Applicable
          



            Employment type
          

            Full-time
          



              Job function
            

              Other
            



              Industries
            

            Medical Practices
            
















Referrals increase your chances of interviewing at Physician's Surrogacy by 2x

                See who you know"
Frito-Lay - Warehouser/Material Handler $16-$35/hr,Frito-Lay,"Hutchinson, KS",1 hour ago,,Entry level,Full-time,Management and Manufacturing,Food and Beverage Services,"No experience requited, hiring immediately, appy now.Work Schedule: 4-5 days per week25 hours per week average Frito-Lay Warehouse/Material Handlers are responsible for a variety of warehouse duties. A key component of PepsiCo's success, Frito-Lay has been making the very best snacks for over 80 years. Classic Lay'sRequiredPreferredJob IndustriesOther



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Entry level
          



            Employment type
          

            Full-time
          



              Job function
            

              Management and Manufacturing
            



              Industries
            

            Food and Beverage Services
            
















Referrals increase your chances of interviewing at Frito-Lay by 2x

                See who you know"
Route Sales Representative - Frito-Lay North America $16-$35/hr,Frito-Lay,"Egypt Lake-Leto, FL",1 hour ago,,Entry level,Full-time,Sales and Business Development,Food and Beverage Services,"No experience requited, hiring immediately, appy now.Welcome to the Latest Job Vacancies Site 2020 and at this time we would like to inform you of the Latest Job Vacancies from the Frito-Lay North America with the position of Route Sales Representative - Frito-Lay North America which was opened this. If this job matches your qualifications, please send your application directly through our latest Job site. Indeed, every job is not easy to apply because it must meet several qualifications and requirements that we must meet in accordance with the standard criteria of the Company who are looking for potential candidates to work. Good job information Route Sales Representative - Frito-Lay North America below matches your qualifications. Good Luck: DRequiredPreferredJob IndustriesOther



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Entry level
          



            Employment type
          

            Full-time
          



              Job function
            

              Sales and Business Development
            



              Industries
            

            Food and Beverage Services
            
















Referrals increase your chances of interviewing at Frito-Lay by 2x

                See who you know"
Practice Administrator,Complete Health,"Edgewater, FL",1 hour ago,,Entry level,Full-time,Health Care Provider,Medical Practices,"Location: 346 N. Ridgewood Avenue, Suite A , Edgewater, FL 32132 and845 FL-44, New Smyrna Beach, FL 32168Pay: $55,000.00 - $63,000.00 + BonusSummary Of Job DutiesThe Practice Administrator oversees the operations of various medical practices. In this role, the incumbent's primary duties involve strategic planning, but will also be responsible for ensure the EHR records in compliance with HIPAA regulations and overseeing various departments. This role oversees multiple locations with a minimum of 8 providers.Essential Job FunctionsEnsure smooth efficient operations and communication with patients, vendors, and all staffMonitor performance of management team to ensure optimal patient flow and patient satisfactionMonitor clinical staffing and communicate with Clinical Supervisor to stay within budgetary guidelines (no OT)Monitor Front Desk Supervisor oversight of reception staff hours/lunch/breaks and within scheduled hours (no OT)Monitor all role responsibilities of direct reports.Ensure excellent customer serviceOversight that Front Desk Supervisor is managing front desk staff to deliver timely check in/out, appropriate collections, excellent in person and via phone customer service.Work with Management Team to develop and assist with training needs as they arise.Work with Clinical Supervisor to ensure time is provided for lab training and that it is completed to the satisfaction of Lab Director.Oversee and ensure front desk training by Front Desk SupervisorOversee and ensure billing training as necessarysupport Front Desk Supervisor in training her staff as appropriate.Random auditing of performance in EMR to identify training needs and what is working well for share and reapply.Provide training/ensure supervisors model and monitor all customer service skills, insurance verification, collections, and appropriate scheduling follow up, lab, ultrasound etc. and phone skillsTeam BuildingAdvertise/Interview/Hire as needed/ Oversee supervisors hiring in their departmentsPerformance Reviews/Performance Plans for direct reports outlined aboveOversee appropriate work performance issuesdiscipline documentationLiaison to patients and providers to ensure overall patient satisfactionHandle staff and patient complaintsHandle on site vendors, repairs, and all aspects of the physical buildings for day to day operations.Ensure safety training and policies are followed.Ensure all staff are trained HIPAA experts and enforce HIPAA with all staff, patients, sales representatives.Oversee technology training, repair, and communicate any needs to Practice Administrator.Communicate directly with Athena as issues arise and communicate issues with significant impact to the operation to the Practice Administrator.All other responsibilities that may be assignedKnowledge/Skills/AbilitiesStrong leadership skillsStrong communication skillsStrong problem-solving skillsMedical office operations knowledgeAthena EMR knowledgeMinimum RequirementsBachelor's Degree in Health Administration or related field.3-5 years of Practice administration in a medical officeWORKING ENVIRONMENTThe position requires climbing, stooping, kneeling, crouching, reaching, standing, lifting, grasping, feeling, talking, hearing, repetitive motions, and finger use. Pushing and pulling are occasionally required. Use of a computer, keyboard, and telephone along with various office machines is an essential part of the job.DISCLAIMERThe above statements are intended to describe the general nature and level of work being performed by the Practice Administrator. They are not to be construed as an exhaustive list of all responsibilities, duties, and skills required of personnel so classified. The Practice Administrator may be required to perform duties outside of their normal responsibilities from time to time as needed or as directed by supervision.RequiredPreferredJob IndustriesOther



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Entry level
          



            Employment type
          

            Full-time
          



              Job function
            

              Health Care Provider
            



              Industries
            

            Medical Practices
            
















Referrals increase your chances of interviewing at Complete Health by 2x

                See who you know"
Driver,Kona Ice,"Phoenix, AZ",1 hour ago,,Entry level,Full-time,Management and Manufacturing,Mobile Food Services,"DescriptionKona Ice of GrandviewWe are looking for motivated and charismatic drivers to join our local Krew. We're looking to fill full- and part-time positions. Drivers must be at least 18 years old. This is a fast-paced and fun job in a growing company where each day will never be like the last. We participate in a wide variety of local activities, such as school events, sports, games, tournaments, large festivals, concerts, corporate events, neighborhood get-togethers, weddings, birthdays, and other unique events.Kona Ice drivers need to have flexible schedules with a focused priority on meeting the needs of our customers. If you consistently ask for more hours, step up to fill in for others when needed, and want to make a lot of money then working here is a perfect fit. Working with children is non-negotiable.Kona Ice Driver ResponsibilitiesMaintain a safe, secure, and pleasant work environment and work well with other team membersDrive safely to scheduled events and greet customers courteouslyProvide superior service to clients and customers with speed and accuracyComply with the hygiene, health, and sanitation guidelinesPerform basic cleaning of trucks/warehouseComplete beginning- and end-of-shift prepping and stockingMust be able to read, count, and accurately complete documentationCommunicate maintenance & inventory needs to appropriate staffBenefitsTipsFlexible scheduleFUN environmentAdvancement opportunities RequirementsMust be at least 18 years of age or olderHave a great driving recordWeekend availabilityCompany InformationKona Ice is a fun, always changing work environment. We are a mobile vendor so your office moves. You are out in the community meeting new people everyday. You get to be part of a growing franchise and learn what it is like to be an entrepreneur. We're mobile. We're fun. We're stocked with the most delicious flavors you've ever tasted. Need a moment of pure bliss? Kona Ice has you covered. Come visit us, let our sweet tunes sweep you away to an island in the middle of the ocean. And while you're there, kick up your feet and enjoy a nice cup of our premium shaved ice.RequiredPreferredJob IndustriesTransportation



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Entry level
          



            Employment type
          

            Full-time
          



              Job function
            

              Management and Manufacturing
            



              Industries
            

            Mobile Food Services
            
















Referrals increase your chances of interviewing at Kona Ice by 2x

                See who you know"
Surrogates Needed! Start at $55-$75K+ | No Exp Req  Apply Today!,Physician's Surrogacy,"Portage, IN",1 hour ago,,Not Applicable,Full-time,Other,Medical Practices,"Earn up to $75,000 as a stay-at-home mom or as a second job. Sign up today and earn $1,200 bonusWhat qualities make you a great Surrogate?Aged 20.5-39.5 Have given birth before Experienced no complications during your own pregnancy Healthy lifestyle - No drugs or smoking US citizen or a US permanent residentAdvantages Of Our Surrogacy ProgramReceive up to $11,000 before pregnancy begins. Enjoy a $1200 bonus for screenings! Match quickly with intended parents. Ensure complete medical safety. All expenses are covered No experience neededJoin Our Surrogate Referral ProgramTake part in our referral program by referring a friend to become a Surrogate. You'll receive $1000 for every successful referral who passes screening. There's no cap on how many referrals you can make, and everyone is welcome to participate in this program.Support the dreams of hopeful parents and receive up to $75,000+ in bonuses as a SurrogateYou will know immediately if you meet the prequalification requirements. The application takes 5 minutes and a coordinator will contact you as soon as we receive it!RequiredPreferredJob IndustriesOther



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Not Applicable
          



            Employment type
          

            Full-time
          



              Job function
            

              Other
            



              Industries
            

            Medical Practices
            
















Referrals increase your chances of interviewing at Physician's Surrogacy by 2x

                See who you know"
Support Staff,Nirvana Center Dispensaries,"Rosedale, MD",1 hour ago,,Entry level,Full-time,Other,Alternative Medicine,"Have you always wanted to work for the Cannabis Industry? Want to join a company with career opportunities? Then look no further!Nirvana Cannabis of Rosedale is hiring! We are looking for a few high integrity individuals that have a passion for cannabis! This is a full-time position to join our team as Support Staff.Support StaffA Support Staff is someone who can use their comprehensive cannabis knowledge to guide customers to the appropriate medical or recreational product(s) and provide impeccable customer service while complying with all MDMCA regulations and company policies. They must provide customers with prompt service and quality products while maintaining a clean, safe, and welcoming store environment. They should always strive to improve their knowledge of products carried in our store, as well as any new developments relating to cannabis.Their key responsibilities include greeting customers, placing them in the appropriate queue, and answering customers' questions regarding the different strains of cannabis, their medicinal use, and methods of consumption. They are crucial to maintaining the flow of the sales floor and keeping the manager or supervisors informed of any complaints or issues that may arise. They are responsible for helping customers navigate the world of cannabis consumption while abiding by all policies, procedures, and operational guidelines.Essential DutiesPerform assigned duties, including side tasks like cleaning and organizing.Adhere to scheduled breaks and lunches set by management.Be trained in budtender, reception, and inventory duties.Follow all company and state transaction procedures (e.g., MVP, Scan-Tag-Bag, cash handling).Understand and comply with Nirvana Cannabis policies and Maryland regulations.Communicate effectively and foster teamwork.Provide excellent customer service by actively listening and recommending products.Work with urgency and attention to detail.Maintain a clean, organized work area and sales floor.Execute supervisor-assigned tasks as needed.Operate the Dutchie POS system and verify correct discounts.Check ID validity, ensuring compliance with government-issued requirements.Follow proper cash handling practices.Complete opening/closing tasks thoroughly and on time.Respect and follow the chain of command.Take control of transactions and own any mistakes.Stay teachable and open to constructive feedback.Required Skills/Abilities & Education/ExperienceExcellent verbal and written communication skills.Proficient in Microsoft Office Suite or related software.Organized with attention to detail.Works well under pressure and deadlines; ability to multitask.Strong leadership skills with ability to motivate staff.Excellent customer service abilities.Ability to develop and maintain budgets.Thorough understanding of company policies and practices.Must have a High School Diploma or GED.At least one year of retail experience is highly preferred.Physical RequirementsProlonged periods of standing and walking throughout the facility.Must be able to lift 30 pounds at times.RequiredPreferredJob IndustriesOther



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Entry level
          



            Employment type
          

            Full-time
          



              Job function
            

              Other
            



              Industries
            

            Alternative Medicine
            
















Referrals increase your chances of interviewing at Nirvana Center Dispensaries by 2x

                See who you know"
Medicaid Pending Specialist -BOM,Aventura Health Group,"Media, PA",1 hour ago,,Mid-Senior level,Full-time,Other,Hospitals and Health Care,"Aventura Health Group seeks an experienced Business Office Manager BOM with a knack for resolving Medicaid Pendings for its skilled nursing facilities in the Eastern PA region. We have a large caseload of Medicaid patients and need someone expereinced and responsible to take charge of the department.Why join Aventura?Daily Pay with pay cardExtremely competitive insurance benefits with an open networkWellness program to supplement insurance and increase take-home pay!FREE CELL PHONE AND PLAN! Unlimited everything on T-mobile/Sprint network.Discounts on child care and entertainment401k with employer matchmuch, much moreSalary - $55,000 - $75,000 annuallyBOM Business Office Manager ResponsibilityAssures smooth and efficient accurate operations within the facility business office.Responsible for all facets of the business office operation including billing Medicare, Medicaid, LTC Insurance, Managed Care, and Private Pay, Accounts Payables, Payroll Processing, and Reconciliation of Financial Bank Statements.Ability to handle secretarial / bookkeeping tasks of some complexity and variety in an independent and responsible manner and supervise office staff.Ability to work accurately and efficiently with attention to detail while following established protocol.Ability to utilize computer and learn required software as designated by company protocol. Must have communication skills to interact with office staff, residents, resident family members, and staff in a professional manner.Supervise patient billing, accounts payable, accounts receivable, payroll, petty cash, patient funds, cash receipts, census records. Departmental operations to prepare and retain records, files, and reports in accordance with facility, federal and state standards.Bom QualitiesA team player, happy attitude, detailed oriented, and ready to take charge of the entire business office operations.BOM Business Office Manager ExperienceLTC: 5 years (Preferred)Medicare/Medicaid: 5 years (Preferred)business office manager: 5 years (Required)RequiredPreferredJob IndustriesOther



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Mid-Senior level
          



            Employment type
          

            Full-time
          



              Job function
            

              Other
            



              Industries
            

            Hospitals and Health Care
            
















Referrals increase your chances of interviewing at Aventura Health Group by 2x

                See who you know"
Route Sales Representative - Frito-Lay North America $16-$35/hr,Frito-Lay,"Hallandale Beach, FL",1 hour ago,,Entry level,Full-time,Sales and Business Development,Food and Beverage Services,"No experience requited, hiring immediately, appy now.Welcome to the Latest Job Vacancies Site 2020 and at this time we would like to inform you of the Latest Job Vacancies from the Frito-Lay North America with the position of Route Sales Representative - Frito-Lay North America which was opened this. If this job matches your qualifications, please send your application directly through our latest Job site. Indeed, every job is not easy to apply because it must meet several qualifications and requirements that we must meet in accordance with the standard criteria of the Company who are looking for potential candidates to work. Good job information Route Sales Representative - Frito-Lay North America below matches your qualifications. Good Luck: DRequiredPreferredJob IndustriesOther



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Entry level
          



            Employment type
          

            Full-time
          



              Job function
            

              Sales and Business Development
            



              Industries
            

            Food and Beverage Services
            
















Referrals increase your chances of interviewing at Frito-Lay by 2x

                See who you know"
Call Center Rep - No Experience Necessary!,ReconMR,"Bishop, TX",1 hour ago,,Entry level,Full-time,Other,Market Research,"Call Center Representative - Evening/WeekendPT/FT hours! Flexible scheduling!About Us:At ReconMR we help some of the worlds most prominent companies and organizations navigate their most pressing challenges. ReconMR is recognized as a leader in the Market Research industry. Join the team at ReconMR and join the conversation where you will work on important projects which provide critical information to help shape the future.What You'll DoAs a Survey Research Telephone Interviewer, you will conduct outbound calls and survey respondents on a wide variety of topics.Telephone Interviewers collect survey data by phone and complete the following duties on a daily basis: making outbound phone calls, reading a script verbatim, asking questions to respondents, and recording responses.You will conduct telephone interviews, Polls, and Customer Satisfaction Surveys.Never any sales or collections. Be part of an exciting company and make a difference with your work!Skill RequirementsGreat communication skills and ability to speak clearly over the phoneComfortable talking on the phoneBasic reading, computer, and typing skills30 Words Per Minute (net) Requirement. (Test your skills atwww.typingtest.com)Basic understanding of good customer serviceExperienceNo experience necessary. Paid Training provided.Open to applicants under 18 years of age (16+)Schedules AvailableEvening, and weekend hours available. Check with your recruiter for available shift options.Choose your own schedule (18-40 hours per week) within our available shift options.Pay: $12 per hour.Bilingual Pay: $12.50 per hour (Spanish/English) once certified.One weekend shift (Sat or Sun) required.BenefitsBi-Weekly PayAffordable Health Benefits (for those who qualify)Flexible SchedulingAccelerated pay-raise programIncentive games (cash, games, prizes, etc.)Opportunities for advancementBilinguals (English/Spanish) earn $.50 premium after certification.Address: 400 Mann St #300 (3rd floor), Corpus Christi, TX 78401ReconMR conducts scheduled interviews. Interviews take about 30 minutes and consist of basic interview questions, typing test, reading and skills assessments.Equal Opportunity Employer, including disabled and veterans.RequiredPreferredJob IndustriesOther



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Entry level
          



            Employment type
          

            Full-time
          



              Job function
            

              Other
            



              Industries
            

            Market Research
            
















Referrals increase your chances of interviewing at ReconMR by 2x

                See who you know"
Driver,Kona Ice,"Skillman, NJ",1 hour ago,,Entry level,Full-time,Management and Manufacturing,Mobile Food Services,"DescriptionKona Ice of BridgewaterWe are looking for motivated and charismatic drivers to join our local Krew. We're looking to fill full- and part-time positions. Drivers must be at least 18 years old. This is a fast-paced and fun job in a growing company where each day will never be like the last. We participate in a wide variety of local activities, such as school events, sports, games, tournaments, large festivals, concerts, corporate events, neighborhood get-togethers, weddings, birthdays, and other unique events.Kona Ice drivers need to have flexible schedules with a focused priority on meeting the needs of our customers. If you consistently ask for more hours, step up to fill in for others when needed, and want to make a lot of money then working here is a perfect fit. Working with children is non-negotiable.Kona Ice Driver ResponsibilitiesMaintain a safe, secure, and pleasant work environment and work well with other team membersDrive safely to scheduled events and greet customers courteouslyProvide superior service to clients and customers with speed and accuracyComply with the hygiene, health, and sanitation guidelinesPerform basic cleaning of trucks/warehouseComplete beginning- and end-of-shift prepping and stockingMust be able to read, count, and accurately complete documentationCommunicate maintenance & inventory needs to appropriate staffBenefitsTipsFlexible scheduleFUN environmentAdvancement opportunities RequirementsMust be at least 18 years of age or olderHave a great driving recordWeekend availabilityCompany InformationKona Ice is a fun, always changing work environment. We are a mobile vendor so your office moves. You are out in the community meeting new people everyday. You get to be part of a growing franchise and learn what it is like to be an entrepreneur. We're mobile. We're fun. We're stocked with the most delicious flavors you've ever tasted. Need a moment of pure bliss? Kona Ice has you covered. Come visit us, let our sweet tunes sweep you away to an island in the middle of the ocean. And while you're there, kick up your feet and enjoy a nice cup of our premium shaved ice.RequiredPreferredJob IndustriesTransportation



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Entry level
          



            Employment type
          

            Full-time
          



              Job function
            

              Management and Manufacturing
            



              Industries
            

            Mobile Food Services
            
















Referrals increase your chances of interviewing at Kona Ice by 2x

                See who you know"
Frito-Lay - Warehouser/Material Handler $16-$35/hr,Frito-Lay,"Ames, IA",1 hour ago,,Entry level,Full-time,Management and Manufacturing,Food and Beverage Services,"No experience requited, hiring immediately, appy now.Work Schedule: 4-5 days per week25 hours per week average Frito-Lay Warehouse/Material Handlers are responsible for a variety of warehouse duties. A key component of PepsiCo's success, Frito-Lay has been making the very best snacks for over 80 years. Classic Lay'sRequiredPreferredJob IndustriesOther



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Entry level
          



            Employment type
          

            Full-time
          



              Job function
            

              Management and Manufacturing
            



              Industries
            

            Food and Beverage Services
            
















Referrals increase your chances of interviewing at Frito-Lay by 2x

                See who you know"
Jr. Account Manager - Atlanta,Vantage Learning,"Atlanta, GA",1 hour ago,,Mid-Senior level,Full-time,Sales and Business Development,E-Learning Providers,"Jr Account Manager - Atlanta, GeorgiaWe are looking for an Atlanta, Georgia-based, Junior Account Manager to join our rapidly growing Accounts team and help build out all aspects of our launch and grow processes.The RoleThis is an opportunity for accounts professionals in Atlanta, Georgia. In this role, you will be responsible for relationship management with an assigned portfolio of clients. As an Account Specialist, you will play a pivotal role in fostering strong client relationships, managing accounts, and ensuring the successful execution of media campaigns. With a focus on client excellence, you will be responsible for maintaining client satisfaction by ensuring consistent and proactive communications with clients while completing tasks that support the overall management of client relationships, and exceeding expectations through impeccable service and support.Key ResponsibilitiesBe the primary liaison for client's ad operations team on campaign execution, management, reporting and troubleshootingPrepare and deliver reports to client and/or Account Management teamCoordinate with internal teams such as product management, software development and ad operations to ensure smooth project execution, timely delivery of services, and alignment with client expectationsExceed client expectations through elevated customer serviceMaintain accurate records of client interactions and requirements; and contribute to knowledge sharing initiatives within the Account Management teamGather feedback from clients regarding their experiences with the software, relay it to the product development team, and contribute ideas for product enhancements or new featuresQualificationsExceptional organizational and time-management skillsAbility to identify and prioritize tasks according to deadlines, importance, and impact on overall business goals; while managing multiple tasks simultaneously without compromising qualityCapacity to pay close attention to all aspects of tasks, ensuring nothing is overlooked or omittedExcellent written and verbal communication skillsProficiency with MS Office suite, specifically with Excel and Power Point for client-ready reports and presentationsAbility to quickly learn processes & utilize tools, including proprietary software in order to manage campaigns and report resultsStrong problem solving skillsDigital media experience preferredAbout VantageVantage plays in a $250BN addressable market in North America that is seeing significant disruption. Retailers are transforming their digital marketing practices to drive customer acquisition and are looking for new profit centers in retail media networks.Vantage is uniquely positioned in this space, having established a technology platform that is custom built for retail media. We offer the only turnkey platform for integrated retail media networks. We significantly out-perform online media benchmarks by leveraging automation, machine learning, and AI. Ours is the market-leading platform and we have real traction with some of the biggest names in retail.We are excited to expand the team and take the company to the next level. You would have the opportunity to get in early and obviously that comes with great possible financial upside, but it also comes with an opportunity to shape the culture of the team. So, we're picky about the people we invite to join the journey. We're looking for true team players, not lone wolves, or temporary hired guns. We are professionals with a passion for doing great work and driving real success for Vantage and our clients.Headquartered in Toronto but working fully remotely, the Vantage team is diverse, creative and fun. Our belief is that our strong commitment to diversity & inclusion enables Vantage to be better. We also believe that people are happiest and can accomplish the most amazing things when they have the freedom and flexibility to customize their work and life environments, and can take on huge, stimulating challenges with fantastic colleagues.In addition to your compensation, enjoy the rewards of an organization that puts our heart into building a team. Vantage offers a full range of medical, dental, and vision benefits. All employees are also owners, as everyone is enrolled into the Vantage Employee Stock Option Plan. Vantage provides strong maternity / parental leave benefits in all jurisdictions. Vantage also offers numerous well-being programs, education assistance, development courses, and discount programs with participating partners. As for time off, Vantage employees enjoy generous vacation, as well as paid holidays throughout the calendar year. Number of paid holidays, sick time, and other time off are provided consistent with relevant jurisdictions and company policies.Reasonable accommodations are available to job applicants on request and throughout the application process.We thank all applicants in advance for their interest in this position; however, only those selected for an interview will be contacted.To apply, please submit your resume and a cover letter detailing your relevant experience and why you are the ideal candidate for the Jr Account Manager role at Vantage.Location: Atlanta, GeorgiaRequiredPreferredJob IndustriesOther



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Mid-Senior level
          



            Employment type
          

            Full-time
          



              Job function
            

              Sales and Business Development
            



              Industries
            

            E-Learning Providers
            
















Referrals increase your chances of interviewing at Vantage Learning by 2x

                See who you know"
Project Engineering Intern,ArchKey Solutions,Greater Minneapolis-St. Paul Area,44 minutes ago,,Internship,Internship,Engineering and Information Technology,Construction,"DescriptionProject Engineering InternThis position is based out of our Minneapolis, MN officeAbout The CompanyArchkeyis one of the nation’s largest privately held specialty trade installation and integrated facility service companies. We are a leader in designing, building and maintaining electrical, technologies and specialty systems. We’re the POWER behind making the improbable possible.We’re electrifying the nation, energizing the future and bringing communities to life like never before. What we do today shapes the vision of tomorrow. Our work impacts lives long after the building is done. This means we are committed to building in ways that are not just technologically advanced, but sustainable, scalable and equitable by all. We’re not just energizing infrastructure, we’re energizing careers, communities, and the future.Made up of the brightest minds in the industry, our team is our greatest asset bringing knowledge, skills, and experience to every project.This is more than a call to join us, it’s an invitation to be part of a visionary journey, to grow with us as we scaleAbout The PositionOur summer internship program allows you to learn more about the electrical construction industry and our business before beginning your career after graduation. As an intern, you will work Under the supervision of the Safety Director and Project Site Supervision and support project teams in day-to-day activities associated with adhering to the company’s safety program.Day in the lifeAssist in promoting safe work practices and safe working conditions.Assist in conducting safety compliance audits and regulatory applicability reviews.Assist in implementing site-specific Safety Orientation.Develop, implement, execute, and manage strategies to prevent workplace injuries, and vehicle accidents.Provide field safety support for designated events and projects as directed by the Project Safety Manager.Minimum QualificationsMust currently be enrolled in a degree program in Construction Management, Occupational Health/Safety, or related field.Must possess a strong desire to start a career in the electrical construction industry.Superior communication skills, both written and verbal.Outstanding interpersonal and team leadership skills.Must possess strong attention to detail and ensure maximum quality of work throughout the lifecycle of the project.Prior construction experience is a plus.Must be able to pass a government background check and drug screenTravelOccasional travel to the project site or working from the project site may be requiredPay Range$21.00-24.00 per hour, based on experience and qualifications.BenefitsAt ArchKey Solutions, our benefits package includes competitive health insurance options (medical, dental, and vision), a robust 401(k) retirement savings plan with employer match, paid time off and holidays, and access to wellness programs. Additionally, we offer professional development opportunities, tuition reimbursement, and employee assistance programs to support your growth and well-being. We ensure that our benefits are designed to promote the health, security, and work-life balance of our employees. Additional information is available at Archkey.com.All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran. We are an Affirmative Action, Equal Opportunity Employer. #MN70-0Beware of fraudulent job postings. ArchKey Solutions only communicates through official channels. All official communication will come from an @archkey.com email address and we will never ask for financial information, payments, or personal details outside of the standard hiring process. To confirm the legitimacy of a job, visit our careers page or reach out to a member of our Talent Acquisition team.



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Internship
          



            Employment type
          

            Internship
          



              Job function
            

              Engineering and Information Technology
            



              Industries
            

            Construction
            
















Referrals increase your chances of interviewing at ArchKey Solutions by 2x

                See who you know"
